p:(0.0465672,0.785454),h:2,n:76,cr:0.832261;
p:(0.863387,0.660131),h:2,n:112,cr:0.840757;
p:(0.231148,0.402032),h:1,n:120,cr:0.0786325;
p:(0.15637,0.47614),h:1,n:64,cr:0.113284;
p:(0.129107,0.463746),h:1,n:98,cr:0.120099;
p:(0.123442,0.739659),h:1,n:65,cr:0.0721238;
p:(0.0968172,0.701616),h:1,n:83,cr:0.0712198;
p:(0.0465672,0.785454),h:1,n:85,cr:0.073507;
p:(0.145744,0.560096),h:1,n:80,cr:0.0598306;
p:(0.103035,0.533948),h:1,n:68,cr:0.0593886;
p:(0.074601,0.586785),h:1,n:70,cr:0.0769799;
p:(0.0503006,0.482606),h:1,n:110,cr:0.0817742;
p:(0.442012,0.870082),h:1,n:92,cr:0.111736;
p:(0.140816,0.640002),h:1,n:108,cr:0.0738089;
p:(0.0444557,0.0380742),h:1,n:127,cr:0.0966073;
p:(0.209343,0.518141),h:1,n:105,cr:0.0530876;
p:(0.254104,0.280695),h:1,n:83,cr:0.109005;
p:(0.253542,0.294358),h:1,n:69,cr:0.0794281;
p:(0.151208,0.812422),h:1,n:70,cr:0.0713639;
p:(0.220515,0.86717),h:1,n:127,cr:0.0774238;
p:(0.353897,0.922806),h:1,n:77,cr:0.0577755;
p:(0.347095,0.99999),h:1,n:69,cr:0.0645759;
p:(0.401931,0.881747),h:1,n:75,cr:0.0693699;
p:(0.429907,0.898498),h:1,n:82,cr:0.0954958;
p:(0.269104,0.33163),h:1,n:78,cr:0.055359;
p:(0.287882,0.405882),h:1,n:80,cr:0.0526602;
p:(0.349833,0.315472),h:1,n:115,cr:0.0672124;
p:(0.181639,0.093197),h:1,n:96,cr:0.0747801;
p:(0.169224,0.742716),h:1,n:67,cr:0.0777687;
p:(0.169612,0.777228),h:1,n:127,cr:0.0903908;
p:(0.0539065,0.27769),h:1,n:94,cr:0.0646968;
p:(0.124939,0.361044),h:1,n:68,cr:0.0606302;
p:(0.0833236,0.0597582),h:1,n:77,cr:0.0797704;
p:(0.13053,0.0504604),h:1,n:107,cr:0.081339;
p:(0.309863,0.615166),h:1,n:125,cr:0.0757203;
p:(0.0854504,0.240506),h:1,n:65,cr:0.0658678;
p:(0.0351791,0.186734),h:1,n:68,cr:0.0620122;
p:(0.0268826,0.209485),h:1,n:80,cr:0.0758586;
